run	bioproject	Gbp	library_strategy	library_selection	model	sample_name	taxon_name	experiment_accession	experiment_title	library_name	library_source	submitter	study_accession	study_alias	study_centre_project_name	organisation	organisation_department	organisation_institution	organisation_street	organisation_city	organisation_country	organisation_contact_name	organisation_contact_email	sample_description	sample_alias	sample_accession	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	External Id	INSDC center name	INSDC first public	INSDC last update	INSDC status	Submitter Id	collection date	environment (biome)	environment (feature)	environment (material)	geographic location (country and/or sea)	geographic location (depth)	geographic location (elevation)	geographic location (latitude)	geographic location (longitude)	investigation type	project name	sample name	scientific_name	sequencing method	soil environmental package	study_title	design_description	study_abstract	study_links	number_of_runs_for_sample	spots	bases	run_size	published	read1_length_average	read1_length_stdev	read2_length_average	read2_length_stdev
ERR1877765	PRJEB18701	0.138	WGS	RANDOM	Illumina HiSeq 2500	S001	soil metagenome	ERX1938290	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892508	ERS1581676	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	SAMEA103892508	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:18Z	public	S001	2014/2015	Dry_tropical_forests	-	soil	Madagascar	0	0	-25.0621	46.8687	metagenome	18S metabarcoding data of global soil samples	S001	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	275440	138270880	84287069	2018-07-04 10:39:45	251	0	251	0
ERR1877766	PRJEB18701	0.42	WGS	RANDOM	Illumina HiSeq 2500	S092	soil metagenome	ERX1938291	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892615	ERS1581783	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	SAMEA103892615	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:21Z	public	S092	2014/2015	Southern_temperate_forests	-	soil	Argentina	0	0	-54.48108	-67.44908	metagenome	18S metabarcoding data of global soil samples	S092	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	835850	419596700	250899251	2018-07-04 10:39:45	251	0	251	0
ERR1877767	PRJEB18701	0.669	WGS	RANDOM	Illumina HiSeq 2500	S169	soil metagenome	ERX1938292	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892541	ERS1581709	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	SAMEA103892541	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	public	S169	2014/2015	Southern_temperate_forests	-	soil	New Zealand	0	0	-42.7641762	171.6870428	metagenome	18S metabarcoding data of global soil samples	S169	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	1333614	669474228	391892839	2018-07-04 10:39:45	251	0	251	0
ERR1877768	PRJEB18701	0.414	WGS	RANDOM	Illumina HiSeq 2500	G2745	soil metagenome	ERX1938293	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892470	ERS1581638	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	SAMEA103892470	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	public	G2745	2014/2015	Savannas	-	soil	Australia	0	0	-12.71883333	131.7455	metagenome	18S metabarcoding data of global soil samples	G2745	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	823788	413541576	242696973	2018-07-04 10:39:45	251	0	251	0
ERR1877769	PRJEB18701	1.728	WGS	RANDOM	Illumina HiSeq 2500	G2733	soil metagenome	ERX1938294	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892466	ERS1581634	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	SAMEA103892466	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	public	G2733	2014/2015	Tropical_montane_forests	-	soil	Papua New Guinea	0	0	-5.9305	145.0335833	metagenome	18S metabarcoding data of global soil samples	G2733	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	3442630	1728200260	983389413	2018-07-04 10:39:45	251	0	251	0
ERR1877770	PRJEB18701	2.008	WGS	RANDOM	Illumina HiSeq 2500	G2733	soil metagenome	ERX1938295	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892466	ERS1581634	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	SAMEA103892466	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	public	G2733	2014/2015	Tropical_montane_forests	-	soil	Papua New Guinea	0	0	-5.9305	145.0335833	metagenome	18S metabarcoding data of global soil samples	G2733	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	4000000	2008000000	1139448432	2018-07-04 10:39:45	251	0	251	0
ERR1877771	PRJEB18701	2.008	WGS	RANDOM	Illumina HiSeq 2500	G2733	soil metagenome	ERX1938296	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892466	ERS1581634	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	SAMEA103892466	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	public	G2733	2014/2015	Tropical_montane_forests	-	soil	Papua New Guinea	0	0	-5.9305	145.0335833	metagenome	18S metabarcoding data of global soil samples	G2733	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	4000000	2008000000	1150392198	2018-07-04 10:39:45	251	0	251	0
ERR1877772	PRJEB18701	0.53	WGS	RANDOM	Illumina HiSeq 2500	G2733	soil metagenome	ERX1938297	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892466	ERS1581634	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	SAMEA103892466	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	public	G2733	2014/2015	Tropical_montane_forests	-	soil	Papua New Guinea	0	0	-5.9305	145.0335833	metagenome	18S metabarcoding data of global soil samples	G2733	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	1055239	529729978	305377018	2018-07-04 10:39:45	251	0	251	0
ERR1877773	PRJEB18701	2.008	WGS	RANDOM	Illumina HiSeq 2500	G2733	soil metagenome	ERX1938298	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892466	ERS1581634	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	SAMEA103892466	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	public	G2733	2014/2015	Tropical_montane_forests	-	soil	Papua New Guinea	0	0	-5.9305	145.0335833	metagenome	18S metabarcoding data of global soil samples	G2733	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	4000000	2008000000	1127630578	2018-07-04 10:39:45	251	0	251	0
ERR1877774	PRJEB18701	2.008	WGS	RANDOM	Illumina HiSeq 2500	G2733	soil metagenome	ERX1938299	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892466	ERS1581634	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	SAMEA103892466	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	public	G2733	2014/2015	Tropical_montane_forests	-	soil	Papua New Guinea	0	0	-5.9305	145.0335833	metagenome	18S metabarcoding data of global soil samples	G2733	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	4000000	2008000000	1164418531	2018-07-04 10:39:45	251	0	251	0
ERR1877775	PRJEB18701	0.22	WGS	RANDOM	Illumina HiSeq 2500	S036	soil metagenome	ERX1938300	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892591	ERS1581759	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	SAMEA103892591	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:20Z	public	S036	2014/2015	Dry_tropical_forests	-	soil	Mexico	0	0	21.21018	-87.19355	metagenome	18S metabarcoding data of global soil samples	S036	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	437454	219601908	131396622	2018-07-04 10:39:45	251	0	251	0
ERR1877776	PRJEB18701	0.45	WGS	RANDOM	Illumina HiSeq 2500	S196	soil metagenome	ERX1938301	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892554	ERS1581722	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	SAMEA103892554	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:19Z	public	S196	2014/2015	Temperate_deciduous_forests	-	soil	USA	0	0	36.0361	-79.0711	metagenome	18S metabarcoding data of global soil samples	S196	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	896553	450069606	266170680	2018-07-04 10:39:45	251	0	251	0
ERR1877777	PRJEB18701	0.488	WGS	RANDOM	Illumina HiSeq 2500	AV117	soil metagenome	ERX1938302	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892439	ERS1581607	2018-05-31T17:02:46Z	2017-03-06T16:33:16Z	SAMEA103892439	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:16Z	public	AV117	2014/2015	Moist_tropical_forests	-	soil	Colombia	0	0	-4.0086	-69.8984	metagenome	18S metabarcoding data of global soil samples	AV117	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	971591	487738682	285878101	2018-07-04 10:39:45	251	0	251	0
ERR1877778	PRJEB18701	0.77	WGS	RANDOM	Illumina HiSeq 2500	AV117	soil metagenome	ERX1938303	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892439	ERS1581607	2018-05-31T17:02:46Z	2017-03-06T16:33:16Z	SAMEA103892439	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:16Z	public	AV117	2014/2015	Moist_tropical_forests	-	soil	Colombia	0	0	-4.0086	-69.8984	metagenome	18S metabarcoding data of global soil samples	AV117	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	1534518	770328036	467198851	2018-07-04 10:39:45	251	0	251	0
ERR1877779	PRJEB18701	1.894	WGS	RANDOM	Illumina HiSeq 2500	G2679	soil metagenome	ERX1938304	Illumina HiSeq 2500 paired end sequencing	unspecified	METAGENOMIC	European Nucleotide Archive	ERP020652	ena-STUDY-EMBL-20-12-2016-23:03:59:861-399	WorldSoil	European Molecular Biology Laboratory						 			SAMEA103892463	ERS1581631	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	SAMEA103892463	EMBL	2018-05-31T17:02:46Z	2017-03-06T16:33:17Z	public	G2679	2014/2015	Tropical_montane_forests	-	soil	Papua New Guinea	0	0	-6.01602	145.40921	metagenome	18S metabarcoding data of global soil samples	G2679	soil metagenome	Illumina	soil	Global analysis of soil microbiomes		Soils harbour some of the most diverse microbiomes on Earth and are essential for both nutrient cycling and carbon storage. To understand soil functioning, it is necessary to model the global distribution patterns and functional gene repertoires of soil microorganisms, as well as the biotic and environmental associations between the diversity and structure of both bacterial and fungal soil communities. Here we show, by leveraging metagenomics and metabarcoding of global topsoil samples (189 sites, 7,560 subsamples), that bacterial, but not fungal, genetic diversity is highest in temperate habitats and that microbial gene composition varies more strongly with environmental variables than with geographic distance. We demonstrate that fungi and bacteria show global niche differentiation that is associated with contrasting diversity responses to precipitation and soil pH. Furthermore, we provide evidence for strong bacterialâfungal antagonism, inferred from antibiotic-resistance genes, in topsoil and ocean habitats, indicating the substantial role of biotic interactions in shaping microbial communities. Our results suggest that both competition and environmental filtering affect the abundance, composition and encoded gene functions of bacterial and fungal communities, indicating that the relative contributions of these microorganisms to global nutrient cycling varies spatially.	"[{""db"": ""pubmed"", ""id"": ""30069051""}]"	1	3772177	1893632854	1061662377	2018-07-04 10:39:45	251	0	251	0
